"Gene","Fold_Change"
"ILMN_1657547",2.26023660318058
"ILMN_1657550",1.36673339057364
"ILMN_1657554",1.625806320175
"ILMN_1657612",1.54382362907888
"ILMN_1657619",1.96865619589722
"ILMN_1657624",1.64111719953266
"ILMN_1657632",2.34395389480232
"ILMN_1657673",1.45121772563165
"ILMN_1657679",2.40819335161237
"ILMN_1657680",1.81956288462007
"ILMN_1657682",1.47601279629446
"ILMN_1657683",2.36801452639333
"ILMN_1657697",1.73557692307692
"ILMN_1657701",5.84612549949906
"ILMN_1657722",1.83073338542759
"ILMN_1657728",1.96134478478092
"ILMN_1657729",1.56033995658968
"ILMN_1657744",1.80929450191289
"ILMN_1657746",1.93261694256333
"ILMN_1657754",2.02766026946482
"ILMN_1657769",2.03217756169467
"ILMN_1657771",1.33949191685912
"ILMN_1657790",2.54249392736106
"ILMN_1657796",3.0922646463034
"ILMN_1657797",2.06794683132797
"ILMN_1657810",1.82320861644364
"ILMN_1657818",1.33222651690057
"ILMN_1657836",1.87683052621276
"ILMN_1657837",1.83426024324005
"ILMN_1657857",2.20835360415146
"ILMN_1657860",1.58531091651187
"ILMN_1657862",2.0888996127635
"ILMN_1657864",1.44565501546435
"ILMN_1657871",13.5969848966687
"ILMN_1657873",1.37021938974055
"ILMN_1657884",1.99039583852572
"ILMN_1657892",6.5453235054468
"ILMN_1657893",1.72209685731583
"ILMN_1657932",4.74755390679341
"ILMN_1657949",1.63852442032231
"ILMN_1657950",2.42292849771375
"ILMN_1657968",1.60379949198003
"ILMN_1657977",3.92763799614836
"ILMN_1657983",2.35323617850692
"ILMN_1657993",1.75661717816758
"ILMN_1657996",1.70012507346182
"ILMN_1658015",2.42707942733146
"ILMN_1658016",3.79025444931378
"ILMN_1658028",1.90245506356861
"ILMN_1658053",2.03370711584082
"ILMN_1658071",2.9551143074409
"ILMN_1658080",4.31011838755041
"ILMN_1658083",1.39053325023615
"ILMN_1658094",2.80681545476362
"ILMN_1658121",3.07990853047975
"ILMN_1658144",2.1656202226471
"ILMN_1658152",1.68811127349283
"ILMN_1658160",2.52102679520805
"ILMN_1658176",1.59218057535412
"ILMN_1658182",1.80422573224177
"ILMN_1658247",10.000480285976
"ILMN_1658259",2.04817146336658
"ILMN_1658283",1.47917715830204
"ILMN_1658289",2.62077916655068
"ILMN_1658290",2.12800697282829
"ILMN_1658302",1.60582917224519
"ILMN_1658327",1.97090787795192
"ILMN_1658337",1.68651933610574
"ILMN_1658351",2.03678761129185
"ILMN_1658373",1.90917636834542
"ILMN_1658383",3.12484615410841
"ILMN_1658399",4.92938165362217
"ILMN_1658407",2.19389476521545
"ILMN_1658411",1.26670407350444
"ILMN_1658416",2.78390818416409
"ILMN_1658425",1.8421651302724
"ILMN_1658437",2.23282008457622
"ILMN_1658460",3.15069149664521
"ILMN_1658464",1.46693871678667
"ILMN_1658469",1.71234123459099
"ILMN_1658472",2.38832877273592
"ILMN_1658481",1.48405150438339
"ILMN_1658486",1.81432109596076
"ILMN_1658494",3.30899212020413
"ILMN_1658504",2.83990085235195
"ILMN_1658526",1.60367736103294
"ILMN_1658531",2.56542207843397
"ILMN_1658579",2.29647917711407
"ILMN_1658607",1.52404729820268
"ILMN_1658624",3.62854497206154
"ILMN_1658628",1.60327086634249
"ILMN_1658636",1.51786041446136
"ILMN_1658639",2.01659042866549
"ILMN_1658677",2.59777940402197
"ILMN_1658678",1.82232434455962
"ILMN_1658684",1.7465176591977
"ILMN_1658695",1.73255113221329
"ILMN_1658717",1.48907891050348
"ILMN_1658728",2.00806131657998
"ILMN_1658743",1.5932059860247
"ILMN_1658759",1.67196800990285
"ILMN_1658800",1.45454471696429
"ILMN_1658802",2.04536346897397
"ILMN_1658830",1.53574968764537
"ILMN_1658834",1.86304326574294
"ILMN_1658847",2.63588378200579
"ILMN_1658853",1.55067392057262
"ILMN_1658858",1.59634014632918
"ILMN_1658883",1.67352459976498
"ILMN_1658884",1.37789092633107
"ILMN_1658885",2.41205956382944
"ILMN_1658902",1.53606167851936
"ILMN_1658909",1.4838689497701
"ILMN_1658911",1.8482978382929
"ILMN_1658928",1.78027613970086
"ILMN_1658950",2.12397545380423
"ILMN_1658962",1.75607419046253
"ILMN_1658978",1.68148133108643
"ILMN_1658989",2.00631630910665
"ILMN_1658992",1.28559140205369
"ILMN_1658995",2.01181028736377
"ILMN_1659017",2.56432123606868
"ILMN_1659026",2.17788105272017
"ILMN_1659027",1.85222456886303
"ILMN_1659029",3.43505358425146
"ILMN_1659047",2.07392065028528
"ILMN_1659054",2.86153048186865
"ILMN_1659058",1.70653638977962
"ILMN_1659075",4.44763945305484
"ILMN_1659077",2.35194093363707
"ILMN_1659082",1.47717856749662
"ILMN_1659095",1.77065382472582
"ILMN_1659099",3.13452502108482
"ILMN_1659110",1.73061513080368
"ILMN_1659122",3.38527887352464
"ILMN_1659156",1.70505092424478
"ILMN_1659158",3.2997998449249
"ILMN_1659189",2.95635332262443
"ILMN_1659206",3.99773833252974
"ILMN_1659227",2.92172376335544
"ILMN_1659240",2.19499315740728
"ILMN_1659255",3.26207731745014
"ILMN_1659257",2.66272411323551
"ILMN_1659273",1.95461455166382
"ILMN_1659285",1.88780413719825
"ILMN_1659343",1.79553112580075
"ILMN_1659352",1.80418142799415
"ILMN_1659364",2.37542467704201
"ILMN_1659365",3.43303192077156
"ILMN_1659405",2.57676179709859
"ILMN_1659411",2.99073777347017
"ILMN_1659415",2.61886682486158
"ILMN_1659437",2.17693534961154
"ILMN_1659444",1.63391640751194
"ILMN_1659462",2.23599548976801
"ILMN_1659463",2.99525216706068
"ILMN_1659470",1.67903787096836
"ILMN_1659490",2.70366696045188
"ILMN_1659495",1.87342773860794
"ILMN_1659523",1.83534165839995
"ILMN_1659524",1.49822699599707
"ILMN_1659536",1.79116070146324
"ILMN_1659544",4.94365635459351
"ILMN_1659550",2.28748991769519
"ILMN_1659553",1.30511180964792
"ILMN_1659564",1.90206078026843
"ILMN_1659583",1.89716550548812
"ILMN_1659627",2.7503799841436
"ILMN_1659631",1.64383336017452
"ILMN_1659659",1.50510951338265
"ILMN_1659688",6.63051702395965
"ILMN_1659703",2.1634017548204
"ILMN_1659727",2.14556819894731
"ILMN_1659752",1.70741995712606
"ILMN_1659753",2.95128107164826
"ILMN_1659761",1.8232585354101
"ILMN_1659762",1.43994168844724
"ILMN_1659766",2.04468722610628
"ILMN_1659771",1.45556302667189
"ILMN_1659777",2.77713337345662
"ILMN_1659782",2.16216284514663
"ILMN_1659786",2.24157265622647
"ILMN_1659800",4.11270003072706
"ILMN_1659801",2.00169378466924
"ILMN_1659843",1.68510401515078
"ILMN_1659845",2.13359510436589
"ILMN_1659854",1.77195897610956
"ILMN_1659857",2.23804981817164
"ILMN_1659874",1.52659541913541
"ILMN_1659878",2.03540145467279
"ILMN_1659888",1.83906852999649
"ILMN_1659894",1.44459949478488
"ILMN_1659895",1.62287223635296
"ILMN_1659913",2.52674685583085
"ILMN_1659923",3.37010090102251
"ILMN_1659936",2.95008243284573
"ILMN_1659937",1.72030284381104
"ILMN_1659952",1.76056888495367
"ILMN_1659975",1.59850882909723
"ILMN_1659976",1.53771424518312
"ILMN_1660000",1.58218910503154
"ILMN_1660021",2.4953905514182
"ILMN_1660027",2.32643429408794
"ILMN_1660063",2.00731761029373
"ILMN_1660079",1.52411185417196
"ILMN_1660111",1.51143273875111
"ILMN_1660114",2.8489044292311
"ILMN_1660125",2.18974006962296
"ILMN_1660179",1.46410269754532
"ILMN_1660186",1.36637577268713
"ILMN_1660193",2.27510934083099
"ILMN_1660199",2.54591695621359
"ILMN_1660204",1.67307948295793
"ILMN_1660223",1.68288685528979
"ILMN_1660232",1.62242592169153
"ILMN_1660270",2.13540259783569
"ILMN_1660275",1.3892778326381
"ILMN_1660277",1.5404331132461
"ILMN_1660282",1.75194166259754
"ILMN_1660292",1.91560388785519
"ILMN_1660305",1.47729495598715
"ILMN_1660341",2.01910623536689
"ILMN_1660343",1.79225245633038
"ILMN_1660345",2.02689781693935
"ILMN_1660357",2.57386985588797
"ILMN_1660359",2.79425314302537
"ILMN_1660364",2.89956895001567
"ILMN_1660368",1.97326203208556
"ILMN_1660376",1.21987972268286
"ILMN_1660412",1.83787104135603
"ILMN_1660426",1.754116435326
"ILMN_1660436",5.5200253829422
"ILMN_1660439",2.38789955050568
"ILMN_1660440",1.52776731719203
"ILMN_1660462",2.86313199849909
"ILMN_1660477",1.65953117667762
"ILMN_1660498",1.27007191183709
"ILMN_1660533",1.95564937931803
"ILMN_1660541",1.68127860079805
"ILMN_1660544",3.28950491717571
"ILMN_1660549",2.06107631334371
"ILMN_1660551",1.70414470791974
"ILMN_1660568",4.17910408919031
"ILMN_1660577",2.09827742563558
"ILMN_1660579",1.76703549467163
"ILMN_1660582",1.96030205502611
"ILMN_1660585",1.7751684410842
"ILMN_1660602",1.58718781921412
"ILMN_1660624",2.81856453280079
"ILMN_1660629",2.56843641594043
"ILMN_1660635",2.9372389786547
"ILMN_1660661",1.60747056104287
"ILMN_1660663",1.25417514816856
"ILMN_1660691",3.93191482138462
"ILMN_1660698",1.36721309144003
"ILMN_1660723",2.91895603190341
"ILMN_1660727",3.4799956543368
"ILMN_1660732",4.60631382233198
"ILMN_1660749",2.14458606863477
"ILMN_1660754",1.52112894299945
"ILMN_1660775",1.71194128268492
"ILMN_1660787",1.7553686804832
"ILMN_1660793",2.46047478793362
"ILMN_1660794",1.53666379161635
"ILMN_1660810",1.70285351267936
"ILMN_1660812",1.69731551575928
"ILMN_1660817",2.56310314062845
"ILMN_1660832",1.75822848687165
"ILMN_1660837",2.25245930773493
"ILMN_1660840",1.46666410088648
"ILMN_1660844",1.75742794081156
"ILMN_1660847",4.59486544412395
"ILMN_1660856",1.42603557835301
"ILMN_1660858",2.70616304184037
"ILMN_1660869",1.58493791895583
"ILMN_1660871",1.69391188078242
"ILMN_1660880",2.31511669728695
"ILMN_1660900",1.64924482621461
"ILMN_1660923",1.7902363248775
"ILMN_1660938",1.43884618689155
"ILMN_1660942",3.10665530570376
"ILMN_1660986",1.61958763948144
"ILMN_1661000",1.52472096432532
"ILMN_1661002",1.57722763632456
"ILMN_1661039",1.87811284951538
"ILMN_1661051",1.78200464528469
"ILMN_1661137",1.66801388883753
"ILMN_1661138",2.74489504905316
"ILMN_1661142",1.60707219940164
"ILMN_1661170",1.60897287728536
"ILMN_1661172",1.65304002860402
"ILMN_1661173",1.88629604209563
"ILMN_1661174",1.90240243004418
"ILMN_1661194",2.27934204559509
"ILMN_1661196",2.88439383352768
"ILMN_1661197",2.13302090369214
"ILMN_1661255",1.57575936534184
"ILMN_1661264",2.02137953579601
"ILMN_1661266",10.4691181473408
"ILMN_1661293",2.62366198095035
"ILMN_1661306",1.68873831385289
"ILMN_1661314",1.82606321563593
"ILMN_1661335",2.44834197378317
"ILMN_1661337",1.81332313241161
"ILMN_1661342",2.95822422507764
"ILMN_1661346",1.6733685144354
"ILMN_1661359",2.45288157987361
"ILMN_1661366",1.46561553318649
"ILMN_1661389",1.84517002390135
"ILMN_1661399",1.54169447210729
"ILMN_1661409",2.07009696186167
"ILMN_1661424",1.62847696308464
"ILMN_1661428",2.01441210045662
"ILMN_1661432",2.33022940994789
"ILMN_1661439",2.24178738451009
"ILMN_1661484",1.59883056919458
"ILMN_1661485",1.26670172762891
"ILMN_1661490",1.82927797833935
"ILMN_1661500",2.19824343254687
"ILMN_1661519",3.44197915458417
"ILMN_1661537",4.80335569866976
"ILMN_1661554",1.92941773865944
"ILMN_1661593",1.54563660488384
"ILMN_1661594",2.25050756560046
"ILMN_1661596",2.03414349214766
"ILMN_1661599",3.51021138679543
"ILMN_1661622",2.14306559102069
"ILMN_1661627",1.69590750372378
"ILMN_1661631",12.4372015910858
