Sample_ID,SVM_Score
GSM484368,0.119445364
GSM484369,-0.090136784
GSM484370,-0.062112574
GSM484371,0.055272942
GSM484372,0.136590181
GSM484373,0.050690155
GSM484374,0.220045803
GSM484375,0.213857132
GSM484376,-0.006348529
GSM484377,0.217781895
GSM484378,0.159830491
GSM484379,0.098686996
GSM484381,-0.497097311
GSM484384,-0.342545904
GSM484389,-0.174012447
GSM484390,-0.250093595
GSM484391,-0.288547148
GSM484396,-0.40832824
GSM484399,-0.347516171
