"","GSM1230902","GSM1230903","GSM1230905","GSM1230906","GSM1230907","GSM1230908","GSM1230909","GSM1230910","GSM1230911","GSM1230912","GSM1230913","GSM1230914","GSM1230915","GSM1230916","GSM1230917","GSM1230918","GSM1230919","GSM1230920","GSM1230921","GSM1230922","GSM1230923","GSM1230924","GSM1230925","GSM1230926","GSM1230927","GSM1230928","GSM1230929","GSM1230930","GSM1230931","GSM1230932","GSM1230933","GSM1230934","GSM1230935","GSM1230936","GSM1230937","GSM1230938","GSM1230939","GSM1230940","GSM1230941","GSM1230942","GSM1230943","GSM1230944","GSM1230945","GSM484368","GSM484369","GSM484370","GSM484371","GSM484372","GSM484373","GSM484374","GSM484375","GSM484376","GSM484377","GSM484378","GSM484379","GSM484380","GSM484381","GSM484382","GSM484383","GSM484384","GSM484385","GSM484386","GSM484387","GSM484388","GSM484389","GSM484390","GSM484391","GSM484392","GSM484393","GSM484394","GSM484395","GSM484396","GSM484397","GSM484398","GSM484399","GSM484400"
"ILMN_2372795",414.859,427.317,425.285,373.809,335.934,421.386,373.091,355.756,410.344,387.657,411.183,494.521,337.955,422.751,384.803,406.999,345.782,408.307,385.595,361.472,410.178,390.637,479.585,338.386,483.798,421.472,426.035,497.193,363.67,477,423.212,444.185,441.192,387.999,383.909,420.949,331.741,465.787,494.646,437.512,410.738,451.11,470.166,7.189921,7.053395,-0.08691834,10.39229,-2.51542,-0.6198304,6.84145,13.63388,6.074184,6.541458,6.80498,-1.981147,1.510855,4.872694,5.560683,12.1221,5.02333,3.948047,3.819217,-1.151481,4.397806,6.655579,10.07992,8.638759,9.751216,11.90919,6.563831,1.100224,8.05816,9.49027,5.465933,3.089016,9.753076
"ILMN_2373791",278.384,253.4495,286.416,349.051,286.87,301.362,360.851,273.702,271.065,375.636,308.45,292.342,278.743,292.406,279.975,286.885,255.81,283.179,280.914,351.596,333.183,294.938,259.775,351.562,283.043,361.768,307.074,290.838,328.907,264.024,310.617,294.113,328.93,327.14,328.079,263.174,381.399,336.27,323.234,334.642,333.805,347.405,282.717,0.5667226,2.724792,-2.962244,-1.287158,3.12513,1.023021,12.93686,-4.306221,2.018922,-3.897913,3.138458,4.761539,-6.134161,2.47744,6.612177,-4.401892,8.579404,-4.890821,-2.566955,4.563478,0.2218011,6.119483,0.677749,4.585514,3.739515,-1.110154,0.9761847,-4.562354,-0.8456458,7.226805,7.239248,-2.898789,-6.362274
"ILMN_2377185",369.797,395.522,372.332,355.332,232.551,379.449,449.334,352.576,302.337,295.6,447.977,424.598,461.713,416.588,306.415,349.349,304.492,506.573,428.411,348.061,428.943,480.145,233.871,361.196,379.7,334.88,314.542,307.109,405.159,382.628,495.166,401.151,357.383,422.782,359.532,426.372,269.594,333.051,253.627,554.752,303.287,342.032,383.909,46.59744,38.08484,57.1701,26.20445,43.50677,40.78758,35.34496,62.5388,52.39752,38.28822,53.48869,57.9037,44.02346,50.51894,64.00151,38.83027,45.41295,72.74691,34.43151,55.08662,39.68999,25.56581,86.5745,38.83492,37.02617,98.92786,43.29847,39.08787,42.88879,58.56347,44.11689,35.36835,67.00275
"ILMN_2379718",2285.75,2166.6,2161.24,1323.43,2067.54,1905.29,1761.7,1785.63,2230.86,2286.04,1962.69,1735.36,2132.7,1686.43,1452.85,1709.87,2461.07,1758.54,1688.43,2548.62,1657.82,2164.54,3866.28,2134.64,1718.01,2889.98,2989.24,3542.53,3287.64,1936.52,2785.5,2388.65,3374.89,2485.92,2432.8,2581.56,3888.59,2203.22,2752.78,2464.18,1566.09,3371.45,2031.27,987.16,1182.005,1550.323,1310.17,1090.6,1243.754,1086.277,858.7968,1063.722,853.881,1154.47,813.8754,2215.219,2081.425,1406.73,2058.195,1542.287,1164.249,1551.131,2312.618,2241.219,1470.669,1505.254,1849.849,1194.993,986.3718,1615.325,1853.52,1934.892,1151.803,1963.463,1887.935,905.551
"ILMN_2390227",1222.5,1394.4,1054.66,1506.73,1249.27,1221.63,1287.79,1525.98,1296.76,1051.92,1059.83,991.902,1348.63,1421.66,1228.73,1188.26,1540.45,1535.74,1266.99,1510.63,1372.1,1645.47,1834.39,965.729,1285.97,1575.77,1419.35,1397.79,1715.96,1501.88,1377.81,1452.18,1294.54,1352.22,1497.93,1334.35,1437.16,1387.06,1714.68,1586.58,1549.96,1334.35,1266.99,54.66644,38.8852,72.06699,70.62745,63.9893,57.96798,54.1102,47.56341,42.08963,49.63517,42.13409,49.06313,47.23277,41.07311,71.70628,25.62877,55.50561,39.69922,40.34737,32.45042,30.74654,55.95184,39.55288,48.58132,47.68818,70.35094,56.63001,28.87417,40.22425,34.38748,38.4521,35.32629,53.25774
"ILMN_2393046",1040.26,785.7915,855.74,922.739,873.375,705.876,1052.85,1013.93,927.263,931.704,799.646,803.635,843.351,852.657,693.663,948.345,1034.75,692.591,1276.22,932.513,1033.03,881.9,1140.95,1290.39,883.073,1016.86,949.175,1070.87,969.836,737.073,710.236,770.668,1092.62,1267.5,986.362,1054.01,1127.73,938.698,715.864,917.947,948.048,1065.25,1262.25,145.7813,105.2894,117.3128,103.9708,124.3979,133.7263,127.1906,133.3486,94.61311,113.6554,110.1361,126.3121,123.5738,126.02,159.2009,126.8791,121.6195,150.2042,118.1847,155.1179,99.75255,169.5901,114.9351,111.2301,127.0163,117.1176,106.8126,101.94,136.1295,120.511,138.5248,129.407,116.924
"ILMN_2398388",864.507,824.943,781.967,752.417,928.893,861.197,771.434,750.438,871.261,978.373,665.013,732.094,1042.93,764.467,669.801,753.504,904.589,680.619,654.806,705.988,623.953,855.538,868.281,728.648,763.837,687.598,837.894,821.706,746.484,715.765,881.9,695.799,974.48,808.419,722.293,602.667,819.599,553.942,833.668,698.199,661.151,876.159,521.949,35.584,35.6049,46.05509,46.92886,28.46585,27.50001,37.9553,31.70104,36.12102,40.32474,21.52066,36.96762,46.50235,54.86497,48.55268,75.05946,30.11998,50.7624,65.31187,60.87176,30.81591,52.52011,39.31794,60.63137,59.90617,38.59689,52.80438,42.32555,40.84256,50.52564,48.17036,42.23946,60.19804
"ILMN_2400292",1671.52,1706.93,1740.16,1935.96,1413.05,1622.51,1390.84,1488.89,1660.05,1619.3,1861.11,1930.02,1567.53,1580.72,1498.39,1666.9,1572.07,1772.99,1423.17,1512.79,1692.08,1451.89,1287.79,1359.75,1692.25,1535.73,1190.9,1711.88,1519.56,1499.94,1651.8,1671.52,1385.29,1548.75,1621.6,1616.05,1286.48,1430.86,1294.59,1525.81,1617.8,1556.88,1504.3,136.6396,113.5252,103.088,110.2599,62.72826,96.13363,113.2218,112.6665,75.70016,113.2482,109.1016,93.45528,80.62305,72.80039,97.93983,56.88927,60.51851,101.3019,90.16097,70.51094,46.74429,111.3109,59.66525,50.31549,123.3166,59.97469,77.26004,44.98226,58.48655,65.24475,98.67973,72.67585,105.0297
"ILMN_2402131",1331.12,762.891,1260.33,1247.21,569.649,1366.78,906.125,1089.28,899.793,1511.27,525.246,761.621,537.326,948.092,845.997,1123.1,745.684,893.192,840.219,1016.24,1098.2,997.126,683.95,1101.86,1027.17,455.954,576.741,638.868,947.085,1167.75,719.771,853.58,669.371,774.26,951.48,796.126,649.042,648.69,573.103,548.3,1129.2,527.317,636.947,9.743842,34.16574,23.02002,27.33048,13.56533,20.33753,22.0589,8.370376,16.16845,11.99316,8.347247,10.14994,21.07731,19.81421,18.97228,29.52062,21.03053,24.76833,43.8606,37.57722,44.89366,22.22702,10.74486,15.82614,20.12107,6.62271,12.49331,13.751,11.63432,19.95951,48.58064,10.6168,20.12151
"ILMN_2402805",3414.28,3126.095,3313.61,3148.72,2939.61,3198.59,2966.81,2461.07,3370.97,3313.38,2656.54,3116.12,2485.92,3578.38,3000.74,2779.98,2767.33,4573.58,3980.29,3227.54,2871.51,4140.91,4537.17,2669.9,3521.49,2491.98,2609.57,3167.28,3692.28,3595.29,3433.86,2056.25,3069.6,2752.71,3341.95,2743.27,2852.04,3751.73,2117.76,3781.8,2883.2,3127.31,2607.22,419.0905,371.0878,534.8587,417.5212,251.0513,377.6068,347.6023,242.8219,329.0123,323.7055,361.9265,306.1517,271.4374,308.4259,236.5437,222.6546,251.5907,250.8295,478.0782,390.0519,287.0445,426.3341,291.6948,317.0612,421.8878,296.298,340.9541,340.9666,371.9078,482.7113,329.9488,369.1739,397.95
"ILMN_2405297",2094.8,2226.64,2046.01,1337.42,2424.85,1653.74,2101.69,2073.04,2507.48,1769.28,1697.83,1226.59,2434.35,2421.23,2130.3,1470.49,2504.6,1863.44,1983.06,3213.79,1826.08,2282.66,3287.64,1905.97,1748.12,3786.28,3073.8,2985.96,3340.11,2385.49,2330.26,1956.42,2862.88,2184.46,1535.73,2787.8,2718.01,2138.78,2754.78,1853.97,1855.77,3073.7,2320.47,160.6181,172.3443,179.4212,150.9902,166.6641,136.9777,120.0721,133.8322,119.5775,141.5129,171.0281,135.7229,185.9184,176.8069,175.0622,172.4161,165.9501,142.5619,199.6945,201.7429,153.4389,159.9471,157.4112,166.4791,192.8804,184.5802,155.5241,198.2596,161.5919,131.9467,260.4763,257.7209,148.8211
"ILMN_2409395",762.487,779.11,832.521,714.191,881.782,692.475,756.457,748.476,754.391,833.131,1003.98,730.061,893.192,880.787,839.698,825.756,825.861,632.207,660.022,675.746,845.173,613.552,699.191,695.633,780.735,814.408,765.096,893.399,690.954,655.485,797.355,718.565,806.983,820.754,531.675,814.231,611.882,700.838,692.591,774.67,675.304,790.768,715.864,46.48672,19.34303,22.12536,29.32565,23.38062,24.93625,17.95037,28.99282,9.525395,35.69274,37.96378,29.19124,27.30845,21.67279,19.31395,19.85664,14.58931,15.81405,18.74368,23.02943,11.52727,22.0541,14.80418,13.1584,22.30965,22.09794,14.97127,22.06021,9.047599,23.56056,16.37721,22.10286,16.58515
"ILMN_2411190",535.349,438.641,501.108,530.422,328.878,425.917,385.154,460.429,371.374,582.344,662.107,524.51,235.011,454.188,537.496,568.01,448.228,389.115,427.62,427.746,630.859,415.319,345.464,478.523,345.473,437.686,295.807,477.614,244.188,307.134,436.103,372.599,358.277,533.599,506.573,423.704,305.163,356.162,232.37,555.848,369.012,383.909,438.386,38.82617,35.21384,29.06944,39.81154,31.54832,35.65095,39.35984,30.03727,35.69352,47.36945,33.0392,27.60981,10.62691,24.05105,40.71653,7.012797,11.43848,32.54325,22.07368,20.57018,20.80851,27.09573,18.32677,22.15549,34.01611,28.94166,30.53636,9.783414,14.85352,36.8938,20.62197,28.248,35.2353
"ILMN_2412807",3113.61,3043.395,3006.66,2862.88,2664.83,2421.23,3313.38,2876.91,3099.9,2636.83,2852.04,2754.78,3073.8,3237.61,3018.33,2963.42,2343.66,2888.7,3541.04,2801.31,2992.17,3206.47,2787.56,3031.25,3625.88,2693.77,3183.07,2960.71,3590.98,3681.52,3580.58,3261.58,3241.82,3023.32,3889.17,3249.35,3781.8,3663.36,3526.23,3816.24,3815.72,2241.62,3641.81,242.0108,288.7793,339.261,252.3875,215.9988,239.0164,209.9377,218.5019,195.4046,239.8906,263.0957,231.1088,202.0316,266.4658,288.6505,193.8254,235.4675,270.1122,241.2662,250.5095,180.3256,252.3249,208.5619,220.1051,249.03,191.6083,233.2586,210.8165,180.5007,235.1983,265.7176,213.2686,230.93
"ILMN_2415439",1505.28,1451.575,1139.33,1695.08,1441.88,1440.31,1424.25,1457.94,1319.2,1385.63,1097.54,1068.02,1462.67,1461.73,1686.43,1670.12,1360.05,1016.17,1016.17,1320.48,1246.44,1671.41,973.08,1264.35,1186.83,1068.02,972.469,859.787,811.282,946.177,800.1,1061.1,881.782,1458.26,1278.18,1056.91,793.449,995.249,1047.18,902.207,1203.65,896.379,961.032,69.81893,51.4505,66.6899,90.24938,68.31332,65.36673,93.56927,66.4919,76.0119,116.5899,70.6189,89.45072,52.53549,71.8765,76.47631,67.21201,74.9238,83.74802,54.8698,48.7387,54.53358,82.14527,34.31913,46.6904,83.08767,58.90819,72.63938,34.353,54.6452,94.00588,52.93925,47.37173,88.7934
